Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.2
moral,0.79,0.75,0.43,0.08
verw,0.89,0.78,0.46,0.01
sparkont,0.7,0.7,0.32,0.06
beszeit,0.94,0.92,0.77,0.19
rate,0.89,0.9,0.68,0.28
famges,0.76,0.73,0.44,0.08
buerge,0.28,0.35,0.12,0.03
wohnzeit,0.9,0.89,0.7,0.28
verm,0.99,0.99,0.95,0.6
weitkred,0.49,0.53,0.24,0.04
wohn,0.71,0.75,0.45,0.18
bishkred,0.66,0.58,0.33,0.01
beruf,0.74,0.71,0.41,0.02
pers,0.53,0.63,0.36,0.19
telef,0.96,0.97,0.92,0.67
gastarb,0.2,0.3,0.11,0.06
kredit,0.83,0.87,0.71,0.41
