Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.77
moral,0.77,0.72,0.4,0.06
verw,0.9,0.78,0.46,0.02
sparkont,0.99,0.98,0.93,0.58
beszeit,0.94,0.93,0.76,0.18
rate,0.94,0.94,0.8,0.34
famges,0.98,0.98,0.92,0.55
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.8
weitkred,0.5,0.54,0.25,0.05
wohn,0.96,0.96,0.89,0.5
bishkred,0.66,0.58,0.33,0.01
beruf,0.71,0.7,0.39,0.03
pers,0.55,0.65,0.38,0.2
telef,0.95,0.97,0.91,0.65
gastarb,0.31,0.42,0.18,0.09
kredit,0.8,0.85,0.67,0.38
