Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.76,0.71,0.39,0.06
verw,0.89,0.77,0.45,0.01
sparkont,1.0,1.0,1.0,0.87
beszeit,0.95,0.93,0.8,0.18
rate,0.89,0.89,0.66,0.28
famges,1.0,1.0,0.99,0.75
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.78,0.33
verm,1.0,1.0,0.99,0.81
weitkred,0.45,0.47,0.22,0.01
wohn,1.0,1.0,0.99,0.85
bishkred,0.66,0.57,0.32,0.01
beruf,0.74,0.71,0.41,0.02
pers,0.43,0.54,0.27,0.14
telef,0.93,0.95,0.87,0.58
gastarb,0.99,1.0,0.99,0.86
kredit,0.82,0.87,0.69,0.4
