value,frequency,column
 Private,0.6838244436155664,work_class
 Self-emp-not-inc,0.09859505159766256,work_class
 Local-gov,0.08976749968917071,work_class
 State-gov,0.05375274565875088,work_class
 Federal-gov,0.03999336897509221,work_class
 Self-emp-inc,0.03340378797297858,work_class
 Without-pay,0.000663102490778731,work_class
 HS-grad,0.3021260723610593,education
 Some-college,0.2115296945584152,education
 Bachelors,0.17369140867835384,education
 Masters,0.06212441460483236,education
 Assoc-acdm,0.05947200464171744,education
 11th,0.03659496870985122,education
 7th-8th,0.033942558746736295,education
 Assoc-voc,0.03344523187865225,education
 Prof-school,0.018483981930457125,education
 9th,0.01819387459074143,education
 5th-6th,0.015997347590036886,education
 12th,0.011065522814870074,education
 1st-4th,0.007915785983671101,education
 Doctorate,0.007128351775871358,education
 Preschool,0.004683161341124787,education
 10th,0.0036056197936093497,education
 Married-civ-spouse,0.44021716606573,marital_status
 Never-married,0.3375191678063741,marital_status
 Divorced,0.1268183513614323,marital_status
 Separated,0.054084296904140246,marital_status
 Widowed,0.040822247088565626,marital_status
 Married-spouse-absent,0.000538770773757719,marital_status
 Sales,0.14961249948195118,occupation
 Craft-repair,0.14870073355713043,occupation
 Prof-specialty,0.13237183472170416,occupation
 Exec-managerial,0.11450951137635211,occupation
 Other-service,0.1102822329976377,occupation
 Adm-clerical,0.08297069915868871,occupation
 Machine-op-inspct,0.08147871855443657,occupation
 Transport-moving,0.061171204774337934,occupation
 Handlers-cleaners,0.04409631563678561,occupation
 Tech-support,0.027311533838948982,occupation
 Farming-fishing,0.023871689668034317,occupation
 Protective-serv,0.018359650213436114,occupation
 Priv-house-serv,0.004973268680840482,occupation
 Armed-Forces,0.0002901073397156948,occupation
 Husband,0.40345642173318413,relationship
 Not-in-family,0.23917277964275355,relationship
 Own-child,0.16362053959965187,relationship
 Unmarried,0.13489991296779807,relationship
 Wife,0.05433296033818227,relationship
 Other-relative,0.004517385718430105,relationship
 White,0.8392390898918314,race
 Black,0.10385842761821874,race
 Asian-Pac-Islander,0.02656554353682291,race
 Amer-Indian-Eskimo,0.01632889883542625,race
 Other,0.014008040117700692,race
 Male,0.6710597206680757,sex
 Female,0.32894027933192427,sex
 United-States,0.8762070537527457,native_country
 Mexico,0.03514443201127274,native_country
 Philippines,0.00605081022835592,native_country
 India,0.005263376020556178,native_country
 Puerto-Rico,0.005180488209208836,native_country
 Germany,0.004931824775166811,native_country
 El-Salvador,0.00422727837871441,native_country
 England,0.003854283227651374,native_country
 Canada,0.0036885076049566912,native_country
 South,0.0036470636992830202,native_country
 Cuba,0.003564175887935679,native_country
 Guatemala,0.0033984002652409965,native_country
 China,0.0030668490198516307,native_country
 Jamaica,0.00302540511417796,native_country
 Vietnam,0.0028181855858096065,native_country
 Japan,0.0027352977744622654,native_country
 Columbia,0.0025695221517675827,native_country
 Dominican-Republic,0.002486634340420241,native_country
 Italy,0.002362302623399229,native_country
 Poland,0.0021965270007045464,native_country
 Haiti,0.002113639189357205,native_country
 Iran,0.0019478635666625222,native_country
 Nicaragua,0.0016992001326204982,native_country
 Portugal,0.0016577562269468275,native_country
 Taiwan,0.0016577562269468275,native_country
 Cambodia,0.0016163123212731567,native_country
 France,0.0015748684155994861,native_country
 Peru,0.001450536698578474,native_country
 Ecuador,0.0014090927929048033,native_country
 Ireland,0.0011604293588627793,native_country
 Outlying-US(Guam-USVI-etc),0.0010360976418417672,native_country
 Thailand,0.0009532098304944258,native_country
 Laos,0.0009532098304944258,native_country
 Greece,0.0008288781134734137,native_country
 Hong,0.0007045463964524016,native_country
 Trinadad&Tobago,0.0006216585851050603,native_country
 Scotland,0.0006216585851050603,native_country
 Yugoslavia,0.000538770773757719,native_country
 Honduras,0.000538770773757719,native_country
 Hungary,0.0004973268680840482,native_country
 <=50K,0.7672924696423391,income
 >50K,0.2327075303576609,income
