36, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,10, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,0,54, Vietnam, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,30, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,12, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,38, United-States, <=50K
26, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
65, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,1977,40, United-States, <=50K
28, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,35, Mexico, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, Guatemala, >50K
31, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,23, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Other-relative, Black, Female,0,0,44, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, <=50K
31, Private, Doctorate, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Self-emp-inc, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, United-States, >50K
30, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
29, Private, Assoc-voc, Never-married, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
34, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,1962,45, United-States, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, <=50K
44, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,10576,0,40, United-States, >50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,14, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1919,40, United-States, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, Jamaica, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, Yugoslavia, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,3103,0,40, United-States, >50K
33, Private, Masters, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,5149,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
33, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3454,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
21, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,10, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
37, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,42, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,16, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,8, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
23, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,7, United-States, <=50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,32, Mexico, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
52, Local-gov, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, >50K
58, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,15024,0,32, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,1902,40, United-States, >50K
83, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,35, United-States, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
23, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
23, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
