25, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
70, Self-emp-inc, 9th, Divorced, Exec-managerial, Wife, White, Male,0,0,50, Vietnam, <=50K
31, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
55, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,4015,0,45, England, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, Mexico, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
51, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,1682,30, United-States, <=50K
46, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
35, Federal-gov, Doctorate, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Mexico, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
