value,frequency,column
 Private,0.7265945542707944,work_class
 Self-emp-not-inc,0.08591321646151934,work_class
 Local-gov,0.06618591736085208,work_class
 State-gov,0.044427866882174975,work_class
 Self-emp-inc,0.04388909610841726,work_class
 Federal-gov,0.03207758299142111,work_class
 Without-pay,0.0009117659248207551,work_class
 HS-grad,0.3134402586099714,education
 Some-college,0.21903104148534958,education
 Bachelors,0.1801566579634465,education
 Masters,0.05371130175307721,education
 Assoc-voc,0.04529818890132206,education
 Assoc-acdm,0.03526876372829375,education
 11th,0.0333623440673049,education
 10th,0.02648265572547557,education
 7th-8th,0.021012060176551037,education
 Prof-school,0.018483981930457125,education
 Doctorate,0.015541464627626508,education
 9th,0.01384226449500601,education
 12th,0.011728625305648804,education
 5th-6th,0.007667122549629077,education
 1st-4th,0.00418583447304074,education
 Preschool,0.0007874342077997431,education
 Married-civ-spouse,0.4760661444734552,marital_status
 Never-married,0.322806581292221,marital_status
 Divorced,0.13328360064652492,marital_status
 Widowed,0.03286501719922085,marital_status
 Separated,0.02822329976376974,marital_status
 Married-spouse-absent,0.00663102490778731,marital_status
 Married-AF-spouse,0.00012433171702101205,marital_status
 Exec-managerial,0.14497078204650007,occupation
 Craft-repair,0.13759376683658667,occupation
 Prof-specialty,0.13485846906212443,occupation
 Sales,0.11786646773591944,occupation
 Adm-clerical,0.11596004807493059,occupation
 Other-service,0.10311243731609267,occupation
 Machine-op-inspct,0.06552281487007336,occupation
 Transport-moving,0.0494840233743628,occupation
 Handlers-cleaners,0.0439719839197646,occupation
 Farming-fishing,0.03220191470844212,occupation
 Tech-support,0.026855650876538604,occupation
 Protective-serv,0.0223382651581085,occupation
 Priv-house-serv,0.0050976003978614945,occupation
 Armed-Forces,0.00016577562269468274,occupation
 Husband,0.43901529280119356,relationship
 Not-in-family,0.2496580877781922,relationship
 Own-child,0.1509801483691823,relationship
 Unmarried,0.09946537361680965,relationship
 Wife,0.03667785652119856,relationship
 Other-relative,0.02420324091342368,relationship
 White,0.3216875958390319,race
 Black,0.17779435534004726,race
 Asian-Pac-Islander,0.17257242322516475,race
 Amer-Indian-Eskimo,0.16664594471382982,race
 Other,0.1612996808819263,race
 Male,0.5302333291889427,sex
 Female,0.4697666708110572,sex
 United-States,0.176848474801061,native_country
 Mexico,0.023997015915119362,native_country
 Hong,0.023209549071618037,native_country
 Trinadad&Tobago,0.022587864721485412,native_country
 Nicaragua,0.02233919098143236,native_country
 China,0.022049071618037135,native_country
 Honduras,0.02192473474801061,native_country
 South,0.02175895225464191,native_country
 Poland,0.02175895225464191,native_country
 Scotland,0.02175895225464191,native_country
 Italy,0.021676061007957558,native_country
 Laos,0.021551724137931036,native_country
 Hungary,0.02142738726790451,native_country
 Yugoslavia,0.02134449602122016,native_country
 Thailand,0.021303050397877984,native_country
 Germany,0.021303050397877984,native_country
 Peru,0.02126160477453581,native_country
 Philippines,0.02126160477453581,native_country
 Portugal,0.02126160477453581,native_country
 El-Salvador,0.021137267904509285,native_country
 France,0.021095822281167107,native_country
 Iran,0.021095822281167107,native_country
 Columbia,0.02101293103448276,native_country
 Puerto-Rico,0.02101293103448276,native_country
 Cuba,0.020930039787798407,native_country
 Dominican-Republic,0.020930039787798407,native_country
 Jamaica,0.020639920424403182,native_country
 Haiti,0.020598474801061008,native_country
 Vietnam,0.020598474801061008,native_country
 Canada,0.020391246684350134,native_country
 Outlying-US(Guam-USVI-etc),0.020349801061007956,native_country
 England,0.020308355437665782,native_country
 Guatemala,0.020266909814323608,native_country
 India,0.020142572944297082,native_country
 Ireland,0.02010112732095491,native_country
 Ecuador,0.02005968169761273,native_country
 Taiwan,0.019976790450928383,native_country
 Greece,0.019686671087533157,native_country
 Japan,0.019645225464190983,native_country
 Cambodia,0.01939655172413793,native_country
 <=50K,0.7302830618757512,income
 >50K,0.26971693812424885,income
