Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.71
moral,0.8,0.76,0.44,0.09
verw,0.89,0.77,0.48,0.0
sparkont,1.0,1.0,0.99,0.75
beszeit,0.93,0.88,0.72,0.04
rate,0.93,0.93,0.78,0.33
famges,1.0,0.99,0.98,0.71
buerge,0.29,0.37,0.12,0.06
wohnzeit,0.91,0.9,0.72,0.26
verm,1.0,1.0,0.99,0.79
weitkred,0.56,0.6,0.3,0.06
wohn,1.0,1.0,0.99,0.85
bishkred,0.67,0.59,0.34,0.02
beruf,0.66,0.65,0.33,0.02
pers,0.56,0.65,0.39,0.2
telef,0.97,0.98,0.94,0.7
gastarb,1.0,1.0,0.99,0.87
kredit,0.89,0.92,0.8,0.5
