Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.89,0.72,0.15
moral,0.8,0.76,0.44,0.08
verw,0.89,0.77,0.44,0.01
sparkont,0.69,0.69,0.3,0.08
beszeit,0.94,0.92,0.75,0.2
rate,0.9,0.9,0.7,0.27
famges,0.78,0.74,0.46,0.1
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.92,0.91,0.74,0.3
verm,0.98,0.98,0.92,0.49
weitkred,0.49,0.54,0.24,0.05
wohn,0.66,0.7,0.39,0.13
bishkred,0.66,0.59,0.33,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.55,0.64,0.38,0.2
telef,0.95,0.96,0.91,0.64
gastarb,0.22,0.32,0.12,0.06
kredit,0.83,0.88,0.72,0.42
