Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.9,0.77,0.17
moral,0.81,0.78,0.47,0.11
verw,0.91,0.81,0.54,0.02
sparkont,0.73,0.72,0.35,0.07
beszeit,0.93,0.91,0.74,0.16
rate,0.9,0.9,0.7,0.29
famges,0.79,0.77,0.48,0.12
buerge,0.34,0.42,0.15,0.05
wohnzeit,0.91,0.91,0.73,0.29
verm,0.98,0.98,0.94,0.54
weitkred,0.51,0.57,0.26,0.07
wohn,0.72,0.76,0.46,0.17
bishkred,0.67,0.61,0.34,0.04
beruf,0.73,0.69,0.41,0.01
pers,0.62,0.7,0.44,0.23
telef,0.96,0.97,0.93,0.67
gastarb,0.24,0.34,0.14,0.07
kredit,0.85,0.89,0.74,0.44
