50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
36, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,60, Iran, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,29, El-Salvador, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,76, Trinadad&Tobago, >50K
70, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Female,10520,0,50, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,45, Ecuador, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1977,40, Yugoslavia, >50K
36, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
36, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
26, Private, 12th, Never-married, Other-service, Husband, White, Female,0,0,29, Scotland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1740,50, Iran, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Canada, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Cuba, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Philippines, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,8, Columbia, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,43, Yugoslavia, >50K
25, Private, Assoc-acdm, Never-married, Priv-house-serv, Own-child, Asian-Pac-Islander, Female,0,0,29, Jamaica, <=50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,15, Yugoslavia, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
