39, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7298,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, 5th-6th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,45, Guatemala, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Other-relative, White, Female,0,0,45, United-States, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,36, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1738,50, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,2584,0,60, United-States, >50K
51, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
47, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,46, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Separated, Adm-clerical, Own-child, White, Female,0,0,10, Mexico, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Germany, >50K
49, State-gov, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
23, Private, Doctorate, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Separated, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
41, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
33, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,3129,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,65, Mexico, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,7687,0,40, Yugoslavia, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
90, Self-emp-inc, HS-grad, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,1902,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,7687,0,40, United-States, >50K
35, Private, 1st-4th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1894,60, United-States, >50K
43, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Japan, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, United-States, >50K
36, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,5, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,35, United-States, >50K
31, Local-gov, 9th, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,38, Mexico, >50K
52, Federal-gov, 7th-8th, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,35, United-States, >50K
32, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,14321,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
63, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
36, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
50, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
43, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
49, Federal-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
19, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
62, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,10, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
23, Self-emp-not-inc, Prof-school, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
56, Federal-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Federal-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,8, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,70, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
24, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,10, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Female,0,0,35, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,50, United-States, >50K
23, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,1550,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
58, Private, Assoc-acdm, Widowed, Exec-managerial, Unmarried, White, Female,6849,0,40, United-States, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
65, State-gov, HS-grad, Married-spouse-absent, Other-service, Wife, White, Male,0,1740,8, United-States, >50K
48, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
45, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Widowed, Tech-support, Unmarried, White, Male,0,0,25, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
18, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,7, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
45, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,99999,0,54, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1589,40, United-States, >50K
49, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,35, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,20, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,1911,45, United-States, <=50K
48, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
68, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,8, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
53, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3879,0,45, United-States, >50K
28, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,3371,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Yugoslavia, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, China, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
77, Federal-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Some-college, Widowed, Tech-support, Wife, White, Male,0,0,10, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Honduras, >50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,42, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, >50K
38, Self-emp-not-inc, 12th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,55, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
66, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3439,0,40, United-States, <=50K
32, Private, 12th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Philippines, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,73, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
51, Local-gov, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,50, United-States, <=50K
28, Private, 12th, Never-married, Prof-specialty, Other-relative, White, Male,7687,0,40, United-States, <=50K
75, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Female,3261,0,12, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,20, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Assoc-voc, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,65, United-States, >50K
