Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.75
moral,0.75,0.71,0.38,0.07
verw,0.89,0.76,0.44,0.01
sparkont,0.99,0.98,0.93,0.54
beszeit,0.94,0.92,0.76,0.14
rate,0.91,0.91,0.71,0.31
famges,0.98,0.98,0.94,0.59
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.94,0.93,0.79,0.35
verm,1.0,1.0,1.0,0.86
weitkred,0.54,0.6,0.28,0.08
wohn,0.98,0.98,0.95,0.64
bishkred,0.64,0.56,0.31,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.51,0.61,0.35,0.18
telef,0.96,0.97,0.92,0.67
gastarb,0.96,0.97,0.93,0.68
kredit,0.79,0.84,0.65,0.37
