Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.49
moral,0.78,0.73,0.41,0.07
verw,0.89,0.79,0.46,0.01
sparkont,0.91,0.9,0.67,0.25
beszeit,0.95,0.93,0.79,0.2
rate,0.93,0.93,0.77,0.37
famges,0.91,0.91,0.73,0.29
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.94,0.94,0.8,0.33
verm,1.0,1.0,0.99,0.79
weitkred,0.47,0.53,0.23,0.06
wohn,0.91,0.92,0.76,0.36
bishkred,0.65,0.58,0.32,0.02
beruf,0.72,0.7,0.39,0.02
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.93,0.67
gastarb,0.72,0.79,0.57,0.31
kredit,0.81,0.86,0.68,0.39
