19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Iran, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, England, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Male,4446,0,20, El-Salvador, <=50K
30, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
52, Private, 9th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
40, Private, HS-grad, Separated, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,40, South, >50K
22, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,36, Scotland, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
25, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,48, Nicaragua, >50K
30, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,25, Cambodia, <=50K
41, Private, Masters, Divorced, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Cuba, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,4412,0,40, Poland, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Vietnam, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Yugoslavia, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
