Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.86
moral,0.79,0.76,0.42,0.09
verw,0.91,0.81,0.53,0.01
sparkont,1.0,1.0,1.0,0.88
beszeit,0.96,0.95,0.81,0.26
rate,0.9,0.9,0.7,0.24
famges,1.0,1.0,0.99,0.8
buerge,0.3,0.38,0.13,0.03
wohnzeit,0.93,0.92,0.78,0.27
verm,1.0,1.0,0.99,0.79
weitkred,0.52,0.57,0.27,0.06
wohn,1.0,1.0,0.99,0.85
bishkred,0.68,0.61,0.34,0.03
beruf,0.69,0.65,0.36,0.0
pers,0.63,0.71,0.46,0.24
telef,0.97,0.98,0.93,0.69
gastarb,1.0,1.0,1.0,0.91
kredit,0.83,0.87,0.71,0.42
