Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.72
moral,0.76,0.71,0.39,0.07
verw,0.9,0.79,0.46,0.02
sparkont,0.99,0.99,0.94,0.59
beszeit,0.95,0.93,0.81,0.19
rate,0.91,0.91,0.72,0.3
famges,0.97,0.97,0.9,0.51
buerge,0.24,0.31,0.09,0.04
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,1.0,0.87
weitkred,0.48,0.54,0.24,0.05
wohn,0.96,0.96,0.89,0.51
bishkred,0.66,0.59,0.33,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.5,0.6,0.34,0.17
telef,0.95,0.96,0.9,0.63
gastarb,0.26,0.37,0.15,0.08
kredit,0.76,0.82,0.62,0.34
