Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.91,0.47
moral,0.8,0.76,0.44,0.07
verw,0.9,0.78,0.46,0.02
sparkont,0.9,0.9,0.65,0.25
beszeit,0.95,0.93,0.79,0.19
rate,0.88,0.88,0.65,0.25
famges,0.92,0.91,0.73,0.3
buerge,0.3,0.38,0.12,0.04
wohnzeit,0.92,0.91,0.74,0.27
verm,1.0,1.0,0.99,0.82
weitkred,0.51,0.56,0.26,0.06
wohn,0.9,0.91,0.75,0.36
bishkred,0.64,0.57,0.31,0.01
beruf,0.71,0.69,0.38,0.03
pers,0.48,0.58,0.32,0.16
telef,0.94,0.96,0.9,0.62
gastarb,0.71,0.78,0.55,0.3
kredit,0.86,0.89,0.75,0.45
