value,frequency,column
4,0.3575,laufkont
1,0.2525,laufkont
2,0.2225,laufkont
3,0.1675,laufkont
2,0.51125,moral
4,0.29,moral
3,0.1125,moral
1,0.05125,moral
0,0.035,moral
3,0.26375,verw
0,0.2525,verw
2,0.19375,verw
9,0.10625,verw
1,0.09625,verw
6,0.05,verw
5,0.01375,verw
10,0.01125,verw
4,0.00625,verw
8,0.00625,verw
1,0.4425,sparkont
5,0.1775,sparkont
2,0.15,sparkont
3,0.1175,sparkont
4,0.1125,sparkont
3,0.33375,beszeit
5,0.2475,beszeit
4,0.18375,beszeit
2,0.17,beszeit
1,0.065,beszeit
4,0.5025,rate
2,0.21875,rate
3,0.1525,rate
1,0.12625,rate
3,0.43,famges
2,0.3025,famges
4,0.14,famges
1,0.1275,famges
1,0.8925,buerge
3,0.0675,buerge
2,0.04,buerge
4,0.40875,wohnzeit
2,0.33,wohnzeit
3,0.15125,wohnzeit
1,0.11,wohnzeit
3,0.2825,verm
1,0.24625,verm
2,0.24,verm
4,0.23125,verm
3,0.7975,weitkred
1,0.1525,weitkred
2,0.05,weitkred
2,0.54,wohn
1,0.2675,wohn
3,0.1925,wohn
1,0.64625,bishkred
2,0.31375,bishkred
3,0.03375,bishkred
4,0.00625,bishkred
3,0.63875,beruf
2,0.19125,beruf
4,0.15375,beruf
1,0.01625,beruf
2,0.86,pers
1,0.14,pers
1,0.6175,telef
2,0.3825,telef
2,0.7675,gastarb
1,0.2325,gastarb
1,0.69,kredit
0,0.31,kredit
