Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.93,0.51
moral,0.82,0.79,0.47,0.1
verw,0.88,0.76,0.43,0.0
sparkont,0.97,0.97,0.87,0.44
beszeit,0.94,0.92,0.75,0.19
rate,0.9,0.9,0.7,0.3
famges,0.93,0.92,0.76,0.34
buerge,0.3,0.38,0.12,0.06
wohnzeit,0.94,0.94,0.8,0.37
verm,1.0,1.0,0.99,0.77
weitkred,0.49,0.54,0.24,0.05
wohn,0.77,0.8,0.53,0.21
bishkred,0.67,0.6,0.34,0.03
beruf,0.74,0.73,0.42,0.06
pers,0.58,0.67,0.41,0.21
telef,0.96,0.97,0.92,0.66
gastarb,0.29,0.4,0.17,0.09
kredit,0.84,0.88,0.72,0.43
