Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.42
moral,0.79,0.75,0.44,0.05
verw,0.91,0.82,0.55,0.0
sparkont,0.96,0.96,0.84,0.39
beszeit,0.94,0.92,0.77,0.16
rate,0.9,0.9,0.69,0.27
famges,0.93,0.92,0.76,0.33
buerge,0.3,0.38,0.13,0.04
wohnzeit,0.93,0.92,0.77,0.3
verm,1.0,1.0,1.0,0.91
weitkred,0.47,0.51,0.23,0.04
wohn,0.73,0.76,0.47,0.16
bishkred,0.66,0.58,0.33,0.03
beruf,0.74,0.71,0.42,0.02
pers,0.62,0.71,0.45,0.24
telef,0.95,0.96,0.91,0.64
gastarb,0.26,0.37,0.15,0.08
kredit,0.85,0.89,0.74,0.44
