21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
36, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, Iran, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, England, <=50K
48, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
48, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, United-States, >50K
37, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, El-Salvador, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
32, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
31, Private, 7th-8th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,70, Ireland, >50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,1669,40, Nicaragua, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Canada, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
39, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,25, Vietnam, <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,16, Columbia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, >50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Jamaica, >50K
18, Private, 12th, Never-married, Other-service, Other-relative, Black, Male,0,0,8, Yugoslavia, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Jamaica, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1894,40, China, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Dominican-Republic, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
33, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,36, Canada, >50K
36, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,39, Thailand, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3985,0,50, Guatemala, >50K
44, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Nicaragua, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,16, Japan, <=50K
44, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, Japan, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
56, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
57, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
31, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, Hong, <=50K
29, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Unmarried, Black, Male,0,0,65, Jamaica, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,12, Honduras, <=50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, Yugoslavia, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Ecuador, <=50K
45, Self-emp-inc, Assoc-voc, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hungary, <=50K
