Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.78,0.74,0.41,0.07
verw,0.89,0.78,0.45,0.02
sparkont,1.0,1.0,1.0,0.86
beszeit,0.94,0.92,0.77,0.15
rate,0.92,0.92,0.74,0.31
famges,1.0,1.0,0.99,0.82
buerge,0.29,0.37,0.12,0.04
wohnzeit,0.93,0.93,0.77,0.34
verm,1.0,1.0,0.99,0.76
weitkred,0.55,0.6,0.29,0.08
wohn,1.0,1.0,0.99,0.88
bishkred,0.65,0.57,0.32,0.02
beruf,0.72,0.71,0.39,0.03
pers,0.53,0.63,0.36,0.19
telef,0.97,0.98,0.95,0.71
gastarb,0.99,1.0,0.99,0.85
kredit,0.79,0.84,0.65,0.37
