Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.77,0.73,0.4,0.08
verw,0.9,0.79,0.47,0.01
sparkont,1.0,1.0,0.99,0.84
beszeit,0.95,0.94,0.8,0.19
rate,0.92,0.92,0.74,0.32
famges,1.0,0.99,0.98,0.71
buerge,0.25,0.33,0.1,0.04
wohnzeit,0.93,0.92,0.77,0.33
verm,1.0,1.0,0.99,0.8
weitkred,0.49,0.54,0.25,0.04
wohn,1.0,1.0,0.99,0.86
bishkred,0.65,0.58,0.32,0.01
beruf,0.74,0.72,0.41,0.04
pers,0.48,0.58,0.32,0.16
telef,0.97,0.98,0.94,0.7
gastarb,0.98,0.99,0.97,0.77
kredit,0.83,0.88,0.71,0.42
