Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,1.0,0.87
moral,0.77,0.74,0.4,0.08
verw,0.9,0.81,0.53,0.02
sparkont,1.0,1.0,1.0,0.88
beszeit,0.94,0.93,0.77,0.19
rate,0.91,0.91,0.72,0.29
famges,0.99,0.99,0.98,0.7
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,0.99,0.81
weitkred,0.52,0.55,0.26,0.04
wohn,1.0,1.0,0.99,0.87
bishkred,0.67,0.61,0.33,0.03
beruf,0.75,0.71,0.43,0.02
pers,0.63,0.71,0.46,0.24
telef,0.96,0.97,0.92,0.67
gastarb,1.0,1.0,0.99,0.89
kredit,0.86,0.89,0.75,0.45
