value,frequency,column
Male,0.8089546191247974,sex
Female,0.1910453808752026,sex
25 - 45,0.5686790923824959,age_cat
Less than 25,0.22366288492706646,age_cat
Greater than 45,0.2076580226904376,age_cat
African-American,0.5178282009724473,race
Caucasian,0.3389384116693679,race
Hispanic,0.08184764991896272,race
Other,0.055307941653160456,race
Asian,0.00506482982171799,race
Native American,0.001012965964343598,race
F,0.6456645056726094,c_charge_degree
M,0.3543354943273906,c_charge_degree
0,0.5178282009724473,is_recid
1,0.4821717990275527,is_recid
Low,0.5540923824959482,score_text
Medium,0.25891410048622365,score_text
High,0.1869935170178282,score_text
0,0.5463938411669368,two_year_recid
1,0.4536061588330632,two_year_recid
