Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.95,0.6
moral,0.81,0.78,0.46,0.08
verw,0.9,0.81,0.53,0.02
sparkont,0.95,0.94,0.78,0.35
beszeit,0.95,0.93,0.78,0.17
rate,0.93,0.93,0.77,0.31
famges,0.94,0.94,0.79,0.36
buerge,0.33,0.4,0.14,0.05
wohnzeit,0.93,0.93,0.77,0.34
verm,1.0,1.0,0.99,0.81
weitkred,0.56,0.6,0.29,0.06
wohn,0.95,0.96,0.87,0.48
bishkred,0.68,0.61,0.34,0.03
beruf,0.74,0.71,0.42,0.02
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.65
gastarb,0.86,0.9,0.76,0.46
kredit,0.84,0.88,0.73,0.43
