31, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
48, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,45, Iran, >50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, England, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
24, Private, 11th, Never-married, Protective-serv, Husband, Black, Female,5053,0,40, El-Salvador, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, Ecuador, <=50K
64, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, Dominican-Republic, <=50K
48, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
27, Private, 5th-6th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,36, Canada, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Poland, <=50K
28, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
48, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Italy, <=50K
34, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,45, England, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
57, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Black, Female,0,0,84, Cambodia, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
29, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,25, Yugoslavia, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,63, Thailand, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,54, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,27, El-Salvador, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Guatemala, <=50K
34, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Ecuador, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, >50K
30, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Japan, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,48, Japan, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,50, Germany, >50K
33, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Laos, <=50K
54, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Poland, >50K
43, Federal-gov, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Hong, <=50K
52, Federal-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, >50K
64, Self-emp-not-inc, Assoc-voc, Widowed, Other-service, Unmarried, Other, Male,0,0,75, Japan, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
