Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.89,0.72,0.15
moral,0.79,0.75,0.43,0.08
verw,0.89,0.77,0.45,0.01
sparkont,0.74,0.72,0.36,0.06
beszeit,0.95,0.94,0.8,0.21
rate,0.9,0.9,0.69,0.31
famges,0.76,0.73,0.45,0.07
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.93,0.92,0.76,0.3
verm,0.97,0.97,0.9,0.46
weitkred,0.46,0.5,0.22,0.03
wohn,0.73,0.76,0.47,0.17
bishkred,0.66,0.57,0.33,0.01
beruf,0.69,0.67,0.36,0.02
pers,0.5,0.6,0.34,0.17
telef,0.97,0.98,0.93,0.69
gastarb,0.14,0.23,0.08,0.04
kredit,0.85,0.89,0.74,0.44
