Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.89,0.42
moral,0.8,0.77,0.45,0.07
verw,0.89,0.77,0.44,0.0
sparkont,0.9,0.9,0.65,0.29
beszeit,0.96,0.94,0.82,0.25
rate,0.9,0.89,0.69,0.23
famges,0.92,0.91,0.74,0.31
buerge,0.31,0.38,0.13,0.03
wohnzeit,0.95,0.95,0.83,0.36
verm,0.99,0.99,0.97,0.69
weitkred,0.53,0.58,0.28,0.06
wohn,0.88,0.9,0.72,0.33
bishkred,0.67,0.6,0.33,0.03
beruf,0.71,0.69,0.38,0.02
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.92,0.67
gastarb,0.71,0.78,0.55,0.3
kredit,0.87,0.91,0.77,0.47
