Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.85
moral,0.81,0.78,0.46,0.11
verw,0.9,0.79,0.49,0.01
sparkont,1.0,1.0,0.99,0.8
beszeit,0.96,0.95,0.83,0.23
rate,0.92,0.92,0.74,0.29
famges,1.0,1.0,0.99,0.81
buerge,0.28,0.36,0.12,0.05
wohnzeit,0.95,0.94,0.82,0.39
verm,1.0,1.0,0.99,0.76
weitkred,0.52,0.58,0.27,0.07
wohn,0.99,0.99,0.98,0.77
bishkred,0.68,0.61,0.34,0.03
beruf,0.72,0.69,0.39,0.02
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.67
gastarb,0.98,0.99,0.97,0.78
kredit,0.87,0.9,0.77,0.47
