62, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,46, Dominican-Republic, >50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, Ireland, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,60, England, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, El-Salvador, >50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
70, Private, 11th, Separated, Prof-specialty, Husband, Black, Female,0,0,30, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
58, Private, 9th, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
47, Local-gov, Masters, Never-married, Exec-managerial, Husband, Black, Male,0,1963,40, Taiwan, <=50K
35, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,54, Nicaragua, >50K
58, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Portugal, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,60, Vietnam, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,20, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,54, Yugoslavia, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
38, Private, Bachelors, Widowed, Craft-repair, Husband, Black, Male,4544,0,25, Yugoslavia, <=50K
30, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,35, Japan, <=50K
42, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Female,0,0,60, United-States, <=50K
25, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, El-Salvador, >50K
65, Private, Assoc-voc, Divorced, Sales, Not-in-family, Black, Male,0,0,45, Dominican-Republic, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,4449,0,40, Germany, <=50K
17, Private, 11th, Separated, Craft-repair, Own-child, Black, Female,0,0,25, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, >50K
54, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
36, Private, Masters, Married-spouse-absent, Exec-managerial, Unmarried, Black, Male,6456,0,40, Trinadad&Tobago, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, El-Salvador, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,70, Guatemala, >50K
61, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
22, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
26, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Laos, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Portugal, <=50K
28, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,45, England, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hungary, <=50K
51, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
35, Private, Bachelors, Separated, Prof-specialty, Wife, Black, Male,0,1977,50, Japan, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
18, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, Yugoslavia, <=50K
43, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Cuba, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,40, India, >50K
22, Private, Some-college, Married-civ-spouse, Priv-house-serv, Own-child, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
43, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Japan, <=50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
46, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,6, Ecuador, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
68, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,35, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, Poland, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Haiti, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Japan, <=50K
36, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, France, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,50, Germany, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,10, Italy, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Laos, >50K
73, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Columbia, <=50K
22, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,50, Ecuador, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, >50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,44, Dominican-Republic, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
71, Private, 11th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, Taiwan, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Canada, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
63, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Ireland, >50K
70, Self-emp-not-inc, Assoc-acdm, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
