Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.8,0.76,0.45,0.07
verw,0.89,0.78,0.46,0.01
sparkont,1.0,1.0,1.0,0.88
beszeit,0.95,0.93,0.78,0.21
rate,0.9,0.9,0.69,0.3
famges,1.0,1.0,0.99,0.81
buerge,0.24,0.32,0.1,0.04
wohnzeit,0.92,0.91,0.74,0.31
verm,1.0,1.0,0.99,0.77
weitkred,0.49,0.52,0.24,0.03
wohn,1.0,1.0,1.0,0.88
bishkred,0.67,0.59,0.33,0.01
beruf,0.71,0.69,0.38,0.02
pers,0.51,0.61,0.34,0.18
telef,0.94,0.95,0.88,0.6
gastarb,1.0,1.0,1.0,0.92
kredit,0.83,0.87,0.71,0.41
