56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
38, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,45, Ireland, >50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,24449,0,40, El-Salvador, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
61, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, El-Salvador, >50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
24, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,4386,0,40, Yugoslavia, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Female,0,0,40, Dominican-Republic, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
33, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Ireland, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Nicaragua, >50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,54, Canada, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,46, Cuba, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Poland, <=50K
31, Private, Bachelors, Divorced, Transport-moving, Own-child, Black, Female,0,0,45, Vietnam, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,36, Columbia, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,60, Yugoslavia, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
47, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,4095,0,40, Yugoslavia, <=50K
25, Federal-gov, Doctorate, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Jamaica, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, El-Salvador, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,15, Dominican-Republic, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Germany, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,38, Canada, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,25, Canada, >50K
65, State-gov, Some-college, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,32, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
