Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.77
moral,0.8,0.76,0.45,0.07
verw,0.9,0.78,0.46,0.02
sparkont,0.99,0.99,0.98,0.7
beszeit,0.95,0.93,0.8,0.2
rate,0.91,0.91,0.72,0.29
famges,0.99,0.99,0.97,0.65
buerge,0.3,0.37,0.12,0.04
wohnzeit,0.92,0.91,0.74,0.27
verm,1.0,1.0,0.99,0.85
weitkred,0.5,0.55,0.25,0.06
wohn,1.0,1.0,0.99,0.78
bishkred,0.64,0.57,0.31,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.51,0.61,0.34,0.17
telef,0.95,0.96,0.9,0.63
gastarb,0.99,0.99,0.98,0.8
kredit,0.84,0.88,0.72,0.42
