,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,690781.6
3,epoch,2,1250,1,162046.72
5,epoch,3,1250,1,234097.45
7,epoch,4,1250,1,127797.625
9,epoch,5,1250,1,71213.336
11,epoch,6,1250,1,146085.33
13,epoch,7,1250,1,121424.79
15,epoch,8,1250,1,47168.375
17,epoch,9,1250,1,48520.03
19,epoch,10,1250,1,79548.59
21,epoch,11,1250,1,59161.08
23,epoch,12,1250,1,29792.332
25,epoch,13,1250,1,33810.652
27,epoch,14,1250,1,50105.695
29,epoch,15,1250,1,50813.22
31,epoch,16,1250,1,33973.074
33,epoch,17,1250,1,18821.494
35,epoch,18,1250,1,19330.441
37,epoch,19,1250,1,26566.703
39,epoch,20,1250,1,26220.568
41,epoch,21,1250,1,17448.668
43,epoch,22,1250,1,10567.7705
45,epoch,23,1250,1,12308.196
47,epoch,24,1250,1,17340.996
49,epoch,25,1250,1,17638.633
51,epoch,26,1250,1,12581.797
53,epoch,27,1250,1,7900.433
55,epoch,28,1250,1,8296.64
57,epoch,29,1250,1,11839.421
59,epoch,30,1250,1,12769.1
61,epoch,31,1250,1,9504.944
63,epoch,32,1250,1,6046.1577
65,epoch,33,1250,1,5677.2324
67,epoch,34,1250,1,7348.056
69,epoch,35,1250,1,7974.7593
71,epoch,36,1250,1,6550.526
73,epoch,37,1250,1,4792.498
75,epoch,38,1250,1,4295.275
77,epoch,39,1250,1,5033.383
79,epoch,40,1250,1,5757.4233
81,epoch,41,1250,1,5342.179
83,epoch,42,1250,1,4180.6978
85,epoch,43,1250,1,3532.5493
87,epoch,44,1250,1,3866.5808
89,epoch,45,1250,1,4456.2104
91,epoch,46,1250,1,4313.6416
93,epoch,47,1250,1,3484.9502
95,epoch,48,1250,1,2952.7805
97,epoch,49,1250,1,3145.944
99,epoch,50,1250,1,3484.8762
101,epoch,51,1250,1,3404.113
103,epoch,52,1250,1,3027.1152
105,epoch,53,1250,1,2832.2356
107,epoch,54,1250,1,2944.8477
109,epoch,55,1250,1,3064.3708
111,epoch,56,1250,1,2958.295
113,epoch,57,1250,1,2694.8992
115,epoch,58,1250,1,2536.685
117,epoch,59,1250,1,2619.6584
119,epoch,60,1250,1,2730.9026
121,epoch,61,1250,1,2635.559
123,epoch,62,1250,1,2432.1677
125,epoch,63,1250,1,2365.719
127,epoch,64,1250,1,2450.492
129,epoch,65,1250,1,2483.4436
131,epoch,66,1250,1,2385.7249
133,epoch,67,1250,1,2282.9749
135,epoch,68,1250,1,2266.957
137,epoch,69,1250,1,2293.1836
139,epoch,70,1250,1,2280.613
141,epoch,71,1250,1,2216.0745
143,epoch,72,1250,1,2165.6995
145,epoch,73,1250,1,2173.122
147,epoch,74,1250,1,2191.4546
149,epoch,75,1250,1,2160.5376
151,epoch,76,1250,1,2102.877
153,epoch,77,1250,1,2084.4744
155,epoch,78,1250,1,2099.5046
157,epoch,79,1250,1,2089.7092
159,epoch,80,1250,1,2052.5115
161,epoch,81,1250,1,2028.9094
163,epoch,82,1250,1,2028.5237
165,epoch,83,1250,1,2024.3239
167,epoch,84,1250,1,2002.2672
169,epoch,85,1250,1,1979.9213
171,epoch,86,1250,1,1972.9589
173,epoch,87,1250,1,1973.619
175,epoch,88,1250,1,1962.6688
177,epoch,89,1250,1,1941.738
179,epoch,90,1250,1,1931.3245
181,epoch,91,1250,1,1931.0792
183,epoch,92,1250,1,1923.1648
185,epoch,93,1250,1,1906.1956
187,epoch,94,1250,1,1895.0383
189,epoch,95,1250,1,1891.6221
191,epoch,96,1250,1,1885.0739
193,epoch,97,1250,1,1874.2136
195,epoch,98,1250,1,1865.7776
197,epoch,99,1250,1,1861.3188
199,epoch,100,1250,1,1855.3535
201,epoch,101,1250,1,1845.3467
203,epoch,102,1250,1,1836.1023
205,epoch,103,1250,1,1830.8956
207,epoch,104,1250,1,1825.7827
209,epoch,105,1250,1,1817.4377
211,epoch,106,1250,1,1809.5685
213,epoch,107,1250,1,1804.6022
215,epoch,108,1250,1,1799.189
217,epoch,109,1250,1,1791.9054
219,epoch,110,1250,1,1785.3142
221,epoch,111,1250,1,1780.352
223,epoch,112,1250,1,1775.0897
225,epoch,113,1250,1,1768.8938
227,epoch,114,1250,1,1763.1246
229,epoch,115,1250,1,1758.4136
231,epoch,116,1250,1,1753.6088
233,epoch,117,1250,1,1747.9237
235,epoch,118,1250,1,1742.504
237,epoch,119,1250,1,1737.906
239,epoch,120,1250,1,1733.1116
241,epoch,121,1250,1,1727.9132
243,epoch,122,1250,1,1723.1993
245,epoch,123,1250,1,1718.8154
247,epoch,124,1250,1,1714.0151
249,epoch,125,1250,1,1709.0137
251,epoch,126,1250,1,1704.4244
253,epoch,127,1250,1,1700.1091
255,epoch,128,1250,1,1695.6418
257,epoch,129,1250,1,1691.1621
