value,frequency,column
 Private,0.7376600770856645,work_class
 Self-emp-not-inc,0.08330225040407808,work_class
 Local-gov,0.06854821998425131,work_class
 State-gov,0.04223133988147043,work_class
 Self-emp-inc,0.03618052965311451,work_class
 Federal-gov,0.031704587840358074,work_class
 Without-pay,0.0003729951510630362,work_class
 HS-grad,0.3240913423681048,education
 Some-college,0.22193211488250653,education
 Bachelors,0.16672883252517717,education
 Masters,0.053296862696340506,education
 Assoc-voc,0.043764764391396246,education
 11th,0.034522773426167684,education
 Assoc-acdm,0.034439885614820344,education
 10th,0.027394421650296322,education
 7th-8th,0.01869120145882548,education
 Prof-school,0.01806954287372042,education
 9th,0.015209913382237141,education
 Doctorate,0.013096274192879937,education
 12th,0.012889054664511583,education
 5th-6th,0.009614986116291599,education
 1st-4th,0.004724605246798458,education
 Preschool,0.0015334245099258154,education
 Married-civ-spouse,0.4661196071117742,marital_status
 Never-married,0.3226822495752,marital_status
 Divorced,0.1399560694599859,marital_status
 Separated,0.031000041443905675,marital_status
 Widowed,0.027477309461643666,marital_status
 Married-spouse-absent,0.011977288739690829,marital_status
 Married-AF-spouse,0.0007874342077997431,marital_status
 Prof-specialty,0.13452691781673504,occupation
 Craft-repair,0.1344440300053877,occupation
 Exec-managerial,0.13087985411745204,occupation
 Adm-clerical,0.12391727796427536,occupation
 Sales,0.11894400928343488,occupation
 Other-service,0.10543329603381822,occupation
 Machine-op-inspct,0.06498404409631564,occupation
 Transport-moving,0.05284097973393013,occupation
 Handlers-cleaners,0.044552198599195986,occupation
 Farming-fishing,0.03315512453893655,occupation
 Tech-support,0.030709934104189977,occupation
 Protective-serv,0.020639065025488002,occupation
 Priv-house-serv,0.004724605246798458,occupation
 Armed-Forces,0.0002486634340420241,occupation
 Husband,0.4135687347175598,relationship
 Not-in-family,0.25608189315761115,relationship
 Own-child,0.14725019685855195,relationship
 Unmarried,0.10750549131750176,relationship
 Wife,0.04620995482614282,relationship
 Other-relative,0.029383729122632516,relationship
 White,0.8569770815201625,race
 Black,0.09482365618135853,race
 Asian-Pac-Islander,0.029715280368021884,race
 Amer-Indian-Eskimo,0.010360976418417671,race
 Other,0.008123005512039455,race
 Male,0.6772763065191264,sex
 Female,0.32272369348087365,sex
 United-States,0.9127191346512495,native_country
 Mexico,0.020348957685772308,native_country
 Philippines,0.006382361473745286,native_country
 Germany,0.004268722284388081,native_country
 Canada,0.0036885076049566912,native_country
 Puerto-Rico,0.0035227319822620086,native_country
 El-Salvador,0.003191180736872643,native_country
 Cuba,0.0031497368311989723,native_country
 India,0.0029839612085042896,native_country
 Jamaica,0.0028181855858096065,native_country
 England,0.0027352977744622654,native_country
 South,0.0024037465290728996,native_country
 China,0.0024037465290728996,native_country
 Dominican-Republic,0.002279414812051888,native_country
 Italy,0.002237970906378217,native_country
 Guatemala,0.0020307513780098638,native_country
 Vietnam,0.0020307513780098638,native_country
 Columbia,0.001864975755315181,native_country
 Japan,0.0017406440382941688,native_country
 Haiti,0.0014919806042521448,native_country
 Taiwan,0.0014919806042521448,native_country
 Poland,0.001450536698578474,native_country
 Iran,0.0012847610758837914,native_country
 Portugal,0.0012433171702101206,native_country
 Ecuador,0.0009946537361680964,native_country
 Greece,0.0009117659248207551,native_country
 Nicaragua,0.0008703220191470844,native_country
 Peru,0.0008703220191470844,native_country
 France,0.0008288781134734137,native_country
 Ireland,0.0007459903021260724,native_country
 Hong,0.000663102490778731,native_country
 Thailand,0.0005802146794313896,native_country
 Trinadad&Tobago,0.0005802146794313896,native_country
 Cambodia,0.0005802146794313896,native_country
 Outlying-US(Guam-USVI-etc),0.000538770773757719,native_country
 Yugoslavia,0.000538770773757719,native_country
 Laos,0.0004973268680840482,native_country
 Hungary,0.0003729951510630362,native_country
 Honduras,0.0003729951510630362,native_country
 Scotland,0.0002486634340420241,native_country
 Holand-Netherlands,4.1443905673670685e-05,native_country
 <=50K,0.7512951220523022,income
 >50K,0.2487048779476978,income
