Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.78,0.73,0.41,0.06
verw,0.89,0.78,0.46,0.01
sparkont,1.0,1.0,0.99,0.83
beszeit,0.96,0.93,0.81,0.18
rate,0.9,0.91,0.7,0.3
famges,1.0,1.0,0.99,0.82
buerge,0.29,0.38,0.12,0.06
wohnzeit,0.93,0.93,0.78,0.3
verm,1.0,1.0,0.99,0.83
weitkred,0.5,0.57,0.25,0.08
wohn,1.0,1.0,0.99,0.83
bishkred,0.65,0.58,0.32,0.01
beruf,0.69,0.67,0.36,0.02
pers,0.51,0.61,0.34,0.18
telef,0.97,0.98,0.94,0.71
gastarb,0.99,0.99,0.98,0.81
kredit,0.84,0.88,0.72,0.42
