Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.91,0.75,0.19
moral,0.78,0.73,0.41,0.07
verw,0.9,0.79,0.47,0.02
sparkont,0.71,0.71,0.33,0.08
beszeit,0.94,0.92,0.75,0.16
rate,0.89,0.9,0.68,0.27
famges,0.78,0.75,0.46,0.1
buerge,0.27,0.35,0.11,0.04
wohnzeit,0.93,0.92,0.76,0.3
verm,0.97,0.97,0.9,0.47
weitkred,0.5,0.54,0.25,0.05
wohn,0.69,0.74,0.43,0.17
bishkred,0.65,0.57,0.32,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.52,0.62,0.35,0.18
telef,0.97,0.98,0.93,0.69
gastarb,0.14,0.23,0.08,0.04
kredit,0.82,0.86,0.69,0.4
