Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.92,0.46
moral,0.79,0.75,0.43,0.08
verw,0.9,0.79,0.49,0.01
sparkont,0.89,0.89,0.62,0.2
beszeit,0.93,0.9,0.73,0.11
rate,0.91,0.91,0.72,0.3
famges,0.91,0.9,0.71,0.29
buerge,0.31,0.38,0.13,0.04
wohnzeit,0.93,0.93,0.78,0.34
verm,1.0,1.0,0.99,0.76
weitkred,0.52,0.57,0.27,0.06
wohn,0.89,0.9,0.72,0.33
bishkred,0.67,0.59,0.33,0.01
beruf,0.76,0.71,0.45,0.01
pers,0.62,0.71,0.45,0.24
telef,0.97,0.98,0.94,0.69
gastarb,0.72,0.79,0.56,0.31
kredit,0.85,0.89,0.74,0.44
