47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,54, United-States, >50K
68, Private, 9th, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,20, United-States, <=50K
23, Private, Masters, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,40, Vietnam, <=50K
57, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,12845,0,50, United-States, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,28, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,45, Germany, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,24, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Doctorate, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, >50K
50, Private, Assoc-voc, Widowed, Machine-op-inspct, Husband, White, Female,0,0,2, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
58, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,13574,0,50, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,40, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, >50K
55, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,43, United-States, <=50K
21, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,95, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,31, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,54, United-States, <=50K
26, Private, Doctorate, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,48, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, >50K
38, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,54, United-States, >50K
60, Self-emp-not-inc, 9th, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,41, Vietnam, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
25, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Separated, Other-service, Other-relative, White, Female,0,0,16, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
44, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,46, Yugoslavia, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,48, United-States, >50K
42, Private, Prof-school, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,32, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,43, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
