Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.83,0.3
moral,0.77,0.73,0.4,0.08
verw,0.91,0.82,0.53,0.05
sparkont,0.76,0.76,0.39,0.12
beszeit,0.95,0.94,0.8,0.2
rate,0.92,0.93,0.75,0.34
famges,0.82,0.8,0.54,0.12
buerge,0.25,0.33,0.1,0.04
wohnzeit,0.94,0.93,0.79,0.36
verm,0.99,0.99,0.95,0.62
weitkred,0.5,0.55,0.25,0.05
wohn,0.7,0.75,0.44,0.18
bishkred,0.66,0.59,0.32,0.01
beruf,0.74,0.72,0.42,0.04
pers,0.5,0.6,0.34,0.17
telef,0.96,0.97,0.93,0.68
gastarb,0.16,0.25,0.09,0.04
kredit,0.82,0.86,0.69,0.4
