Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.78,0.75,0.42,0.1
verw,0.89,0.78,0.46,0.02
sparkont,1.0,1.0,1.0,0.89
beszeit,0.94,0.93,0.77,0.19
rate,0.89,0.9,0.68,0.28
famges,1.0,1.0,0.99,0.79
buerge,0.24,0.3,0.09,0.02
wohnzeit,0.92,0.92,0.75,0.33
verm,1.0,1.0,0.99,0.82
weitkred,0.45,0.47,0.22,0.01
wohn,1.0,1.0,0.99,0.85
bishkred,0.65,0.57,0.31,0.01
beruf,0.73,0.69,0.4,0.01
pers,0.53,0.63,0.36,0.19
telef,0.94,0.96,0.89,0.61
gastarb,1.0,1.0,0.99,0.89
kredit,0.85,0.89,0.74,0.44
