Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.94,0.53
moral,0.79,0.75,0.43,0.05
verw,0.89,0.79,0.48,0.02
sparkont,0.91,0.9,0.66,0.23
beszeit,0.95,0.93,0.78,0.22
rate,0.9,0.9,0.7,0.3
famges,0.91,0.9,0.71,0.29
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.94,0.93,0.78,0.33
verm,0.99,0.99,0.97,0.71
weitkred,0.51,0.53,0.25,0.03
wohn,0.89,0.91,0.73,0.34
bishkred,0.65,0.58,0.32,0.02
beruf,0.72,0.7,0.39,0.02
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.71
gastarb,0.71,0.78,0.55,0.3
kredit,0.83,0.88,0.72,0.42
