Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.82,0.31
moral,0.78,0.74,0.41,0.05
verw,0.89,0.77,0.45,0.0
sparkont,0.84,0.84,0.52,0.15
beszeit,0.95,0.93,0.79,0.18
rate,0.9,0.9,0.69,0.29
famges,0.86,0.85,0.6,0.2
buerge,0.28,0.35,0.11,0.03
wohnzeit,0.93,0.93,0.78,0.3
verm,1.0,1.0,0.98,0.74
weitkred,0.47,0.51,0.23,0.03
wohn,0.84,0.86,0.64,0.27
bishkred,0.66,0.58,0.33,0.01
beruf,0.72,0.69,0.39,0.01
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.93,0.67
gastarb,0.53,0.63,0.36,0.19
kredit,0.83,0.88,0.71,0.42
