laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 15 4 3 2623 4 4 3 3 1 2 2 35 3 2 1 3 2 2 2 1
3 16 2 2 1225 4 3 4 2 1 1 1 25 3 3 1 3 2 1 2 1
4 24 4 0 3195 2 5 3 1 2 4 3 40 3 2 2 3 1 2 2 1
2 24 1 9 5009 5 3 3 3 1 1 1 33 3 2 1 3 2 1 2 1
2 24 3 9 4843 1 5 4 3 1 4 4 54 3 1 3 3 2 2 1 1
2 48 2 2 6845 1 4 3 4 1 2 3 31 3 2 2 4 2 2 2 0
2 6 1 3 359 2 4 4 3 1 1 1 28 3 3 1 3 2 1 2 1
4 24 4 0 2305 5 1 4 2 1 1 2 35 3 2 1 3 2 2 2 0
2 18 4 0 1748 1 5 4 3 1 2 3 30 1 1 2 3 2 1 2 1
2 24 3 2 1334 1 2 4 3 1 4 4 25 3 3 1 3 2 1 2 0
1 24 2 5 10404 1 3 1 3 1 4 2 23 3 2 1 4 2 2 2 1
4 45 4 9 8601 1 5 4 3 1 3 4 55 1 2 2 3 2 1 2 1
4 36 1 3 3780 1 5 4 3 1 4 3 44 3 3 2 3 2 2 2 1
2 18 4 0 1385 3 3 4 4 1 4 4 52 3 2 2 2 2 2 2 1
2 24 4 3 3914 1 5 2 2 1 4 2 27 3 1 2 3 2 2 1 1
2 9 4 0 787 1 2 4 3 1 3 4 65 1 2 2 2 2 1 2 1
4 12 3 0 927 5 3 4 3 1 2 1 40 3 1 1 3 2 1 2 1
4 30 3 3 6761 2 5 4 2 1 2 4 63 3 2 2 4 1 2 2 0
4 15 2 3 849 1 2 3 2 1 3 1 24 3 2 1 3 2 1 2 0
4 30 4 6 3140 1 4 3 3 1 4 3 27 1 2 1 3 2 2 2 0
1 36 4 3 8959 1 1 3 3 1 2 4 31 3 2 1 4 2 2 2 0
4 24 4 1 4789 1 3 4 3 1 4 2 35 3 1 2 3 2 1 2 1
1 24 1 3 3447 1 3 3 3 1 4 4 29 3 2 2 3 2 1 2 0
2 4 2 0 1556 1 4 1 3 1 1 1 36 3 1 1 2 1 1 2 1
4 12 2 1 6410 1 1 4 2 1 2 4 54 3 2 4 2 2 1 2 1
2 15 4 0 7426 5 3 2 4 1 4 3 35 3 1 1 3 2 1 2 1
1 12 4 9 2623 1 1 4 1 1 4 3 57 3 2 2 2 2 2 2 1
2 24 1 1 2727 1 5 2 3 1 2 2 32 3 2 2 4 2 2 2 1
2 18 2 0 1045 1 3 4 3 3 1 2 30 3 2 1 3 2 1 2 1
1 69 3 3 6418 5 4 4 3 1 4 3 26 1 2 1 3 2 1 2 0
4 18 4 2 975 1 4 4 3 1 4 1 36 3 2 1 3 1 2 2 0
1 48 3 2 4467 5 4 4 2 1 4 1 24 3 2 1 3 2 1 2 0
2 18 4 3 2856 1 5 1 3 1 4 3 45 3 1 1 3 2 2 2 1
4 18 4 2 1741 2 5 3 3 1 4 3 51 3 2 2 2 2 1 2 1
1 24 4 2 2470 1 3 2 3 1 1 4 27 3 2 2 4 2 1 2 0
1 18 2 3 3172 5 5 2 2 1 4 4 38 3 3 2 4 2 1 2 1
1 12 2 9 678 1 5 4 3 1 2 2 31 2 3 1 2 2 1 2 1
1 36 3 1 4862 1 2 2 3 1 2 2 29 3 1 2 4 2 2 2 0
4 12 4 6 1292 1 5 4 3 1 4 1 49 3 2 2 3 2 1 1 1
2 24 2 0 3182 1 2 1 3 1 4 4 36 1 2 2 3 1 1 2 1
4 18 4 3 3866 5 4 1 3 1 1 3 35 3 2 1 3 1 1 2 1
1 24 2 0 3864 1 4 4 3 1 4 1 37 1 3 2 4 2 2 2 1
1 48 1 0 2837 1 4 4 3 1 2 3 37 3 1 1 3 2 2 2 1
1 10 4 2 4017 1 3 2 3 1 3 1 36 3 1 3 3 2 1 2 1
4 18 2 0 1872 1 3 4 3 1 4 2 27 3 2 1 3 2 1 2 0
1 6 3 0 746 1 3 2 2 1 4 1 26 3 2 1 3 2 1 2 1
2 15 2 3 1800 1 3 2 2 1 4 2 49 1 2 1 3 2 1 2 1
4 12 2 2 1182 1 5 4 2 3 4 1 27 1 1 1 2 2 2 2 1
2 12 1 3 2018 1 2 2 1 1 4 3 27 3 2 1 3 2 1 2 1
1 9 2 2 1245 1 3 4 2 1 2 3 24 3 1 1 3 2 1 2 1
1 18 2 0 1686 1 3 3 3 1 3 3 24 3 2 1 3 2 1 2 1
1 12 2 8 2870 1 5 2 3 1 1 4 59 3 3 1 4 2 2 2 1
2 24 4 3 1189 1 2 4 4 1 4 3 26 1 1 1 3 2 2 2 1
4 36 4 3 2419 1 3 2 3 1 3 1 27 3 2 1 3 1 2 2 0
4 12 2 0 3077 1 2 4 3 1 3 2 35 3 2 1 3 2 1 1 1
1 24 2 0 7732 1 5 2 3 1 2 4 30 3 2 1 2 2 2 2 1
1 24 4 3 1192 4 1 4 3 1 4 1 39 3 3 1 3 2 1 2 1
4 18 4 9 2900 1 3 4 3 1 4 3 34 3 2 1 3 2 1 2 1
1 11 4 3 1322 2 3 4 2 1 1 2 27 3 2 1 3 2 1 2 1
4 24 4 9 6569 5 4 2 3 1 4 4 46 1 2 1 3 1 1 2 1
1 12 0 2 1879 1 4 4 2 1 2 1 39 3 2 2 2 2 1 2 1
1 12 4 6 1343 1 3 4 2 1 3 3 31 3 2 2 3 2 1 2 1
4 36 2 9 3753 1 5 2 3 1 2 3 44 3 2 2 2 2 2 2 1
4 12 4 2 636 1 5 4 3 1 4 1 54 1 3 2 3 2 1 2 0
3 12 2 9 1409 1 2 2 2 1 4 1 35 3 2 1 3 2 1 2 1
4 12 2 1 3981 5 4 2 3 1 4 1 40 1 3 2 3 2 1 2 1
4 18 2 2 1393 1 4 2 2 1 2 2 25 3 2 1 3 2 1 2 0
1 36 2 9 6862 1 3 4 3 1 2 3 37 3 2 1 3 2 2 2 0
4 24 4 2 1411 1 2 2 3 1 2 2 23 2 1 1 4 2 1 2 1
1 24 2 4 4621 1 1 1 1 1 4 3 75 3 3 1 2 2 2 2 1
4 36 3 9 3651 3 4 4 3 1 4 3 23 3 2 2 3 2 2 2 0
4 6 4 6 3364 5 3 1 2 3 2 3 26 3 2 1 2 2 1 2 1
1 36 4 1 10938 1 2 2 3 1 2 3 26 3 2 2 3 2 1 2 0
1 24 4 3 2217 1 4 4 4 3 4 3 33 3 2 2 2 2 2 2 1
4 12 2 2 1412 5 5 2 2 1 2 1 26 1 1 1 3 2 2 2 1
1 12 2 2 2764 1 1 1 3 1 4 3 25 3 1 1 2 2 1 2 1
4 24 4 3 1845 1 3 2 3 1 2 2 26 3 2 1 3 2 1 2 1
4 9 1 3 698 1 5 4 3 1 4 1 47 3 2 1 2 2 1 2 1
3 36 2 5 4163 1 4 2 3 1 4 2 28 3 2 1 3 2 1 2 0
1 30 1 9 3565 1 1 4 1 1 4 4 56 3 2 3 2 2 2 2 0
1 36 3 2 9570 1 5 3 3 1 2 2 31 1 2 2 3 2 2 2 1
4 7 4 2 2613 1 5 2 3 1 3 2 35 3 2 1 4 2 2 2 1
4 18 4 0 1944 5 4 4 3 1 4 2 48 3 2 1 2 1 1 2 1
1 24 4 1 1198 1 4 4 2 2 4 3 24 1 2 4 4 2 1 2 0
4 48 2 1 7162 1 4 2 3 1 4 2 51 3 2 1 3 1 1 2 1
1 6 2 3 632 1 3 2 2 1 4 4 39 3 2 1 2 2 1 2 1
2 24 2 3 1552 1 5 3 3 1 3 1 36 1 2 1 2 2 1 2 1
2 9 2 0 1393 2 2 2 2 1 4 3 29 3 2 1 3 2 1 2 1
1 18 2 1 1387 5 3 4 3 1 2 4 39 3 2 1 3 2 2 2 1
3 12 2 5 910 5 3 4 3 1 4 3 48 2 2 1 3 2 1 2 0
2 18 3 2 2301 1 1 3 3 1 2 2 34 3 2 2 3 2 2 2 1
1 24 2 0 1494 4 5 3 2 1 4 3 32 3 3 1 3 2 1 2 0
4 24 3 9 4780 1 3 4 3 1 4 2 24 3 2 1 3 2 2 2 1
4 9 2 3 1056 1 5 4 3 1 3 2 50 3 1 1 3 2 2 2 1
1 36 2 1 7083 1 1 4 3 1 2 4 54 3 2 2 1 2 1 2 0
2 24 2 6 1556 1 4 4 1 1 3 2 29 3 2 4 3 2 1 2 1
4 12 4 3 1472 1 3 3 4 1 1 1 25 1 2 1 3 2 2 2 1
1 30 4 1 4368 1 3 4 2 1 4 3 32 2 1 1 3 2 1 2 0
4 18 2 3 1800 1 5 4 2 1 2 1 32 3 2 1 2 2 1 2 0
4 12 4 0 1201 1 3 4 3 1 4 3 32 3 2 2 2 2 1 2 1
2 24 2 0 2503 1 5 2 1 1 4 2 48 3 3 1 4 2 1 2 1
4 24 4 9 1594 1 5 4 2 1 2 3 30 3 2 1 3 2 1 2 0
4 7 2 9 1157 1 1 1 2 1 4 1 52 3 2 1 3 2 2 2 1
1 24 2 3 4041 1 5 3 3 1 2 3 28 1 2 2 3 2 1 2 1
2 33 1 1 5938 1 2 4 3 2 1 4 25 1 2 2 2 1 1 2 1
1 48 1 2 10707 1 5 4 3 1 4 4 46 1 1 2 2 2 2 2 0
2 9 4 0 1866 3 5 4 3 1 4 4 75 2 2 1 2 2 1 2 0
2 48 2 9 12755 1 4 2 3 1 4 4 52 3 2 2 4 2 2 2 1
1 12 2 2 1374 1 2 4 3 1 1 1 19 3 1 2 3 2 1 2 0
4 36 2 1 12033 5 4 1 1 1 2 2 37 3 2 2 3 1 1 2 0
2 24 4 6 1869 1 5 4 3 1 3 2 59 1 2 2 4 1 1 2 1
4 24 0 5 2864 5 3 4 3 1 2 3 28 1 2 1 3 2 2 2 0
1 12 4 9 1049 1 5 4 3 1 4 2 50 3 2 2 4 2 1 2 1
4 6 2 3 3095 1 3 2 3 1 4 1 45 3 2 1 3 2 2 1 1
4 24 2 0 1954 1 3 3 3 1 4 3 38 3 2 1 3 2 1 2 0
1 24 2 5 3054 5 5 4 3 1 2 3 52 3 2 2 3 2 1 2 1
1 24 2 0 3077 1 5 3 3 1 4 2 36 3 2 1 3 1 2 2 1
4 36 3 0 7710 4 5 2 3 1 2 4 40 3 1 1 3 2 2 2 0
4 12 2 5 3184 1 3 1 3 1 4 4 52 3 2 1 4 2 2 2 1
4 36 2 1 5557 5 3 2 3 1 4 4 34 3 2 2 3 2 1 2 1
4 18 2 3 3506 1 3 2 2 1 2 3 25 3 3 1 4 1 2 2 1
1 24 2 1 3096 1 3 2 3 1 2 3 31 2 2 1 1 2 1 2 1
4 24 2 1 2242 1 5 4 2 1 3 4 47 3 2 2 2 2 2 2 0
4 12 2 3 1112 1 5 3 2 1 1 1 27 3 1 1 2 1 2 2 0
4 18 4 9 1534 1 3 4 3 1 3 1 32 3 2 1 3 2 1 2 1
4 18 2 2 1410 1 2 4 2 1 2 2 32 3 2 1 3 2 1 2 1
3 9 2 2 949 1 3 4 2 1 4 1 31 3 2 1 3 2 1 2 1
4 12 1 0 5025 2 2 1 3 1 1 1 43 3 2 2 2 1 2 2 1
4 12 2 2 974 5 2 4 3 1 4 2 29 3 2 2 3 2 1 2 1
1 18 2 0 3621 1 3 1 3 1 2 4 37 3 2 3 4 2 2 2 1
3 24 0 1 4041 5 3 2 2 1 4 4 43 3 2 1 3 2 2 2 1
2 24 2 3 2005 2 3 4 2 1 2 3 22 3 2 2 3 2 1 2 0
1 9 2 3 734 5 4 4 3 1 2 3 45 1 1 1 2 2 1 2 1
2 24 2 0 3190 2 2 4 2 1 4 1 26 1 3 1 3 1 1 2 1
1 24 4 3 948 1 3 4 3 1 3 1 31 3 2 1 3 2 1 2 1
1 18 2 2 8067 1 4 3 2 1 2 4 23 3 1 1 3 2 1 2 1
4 48 3 3 6418 1 2 4 3 1 4 2 24 3 2 1 3 2 2 2 1
4 15 4 9 1317 1 3 3 3 1 3 2 48 3 2 2 3 2 1 2 1
4 12 2 2 754 2 3 4 4 1 3 4 28 3 2 1 3 2 1 2 1
1 36 4 1 4456 1 5 2 3 1 2 2 28 3 2 1 1 2 1 2 1
4 15 2 2 791 5 3 4 2 1 4 3 27 3 2 1 2 2 1 2 0
4 18 2 0 1409 5 5 4 3 1 2 2 35 3 2 1 3 2 1 1 1
4 18 4 3 1935 1 3 4 2 1 2 2 35 3 2 2 3 2 2 2 1
4 9 3 2 1277 1 3 1 1 1 1 2 34 3 2 2 2 2 2 2 0
1 9 2 2 1602 5 2 4 2 3 1 2 22 3 1 2 3 2 1 2 0
1 15 2 1 8473 1 5 2 3 1 2 3 44 3 2 1 3 2 1 2 0
2 48 3 1 12541 2 3 1 3 1 4 3 26 3 2 1 4 2 1 2 1
