value,frequency,column
3,0.27875,laufkont
4,0.26375,laufkont
1,0.23875,laufkont
2,0.21875,laufkont
2,0.51875,moral
4,0.31875,moral
3,0.085,moral
1,0.0425,moral
0,0.035,moral
3,0.255,verw
0,0.2525,verw
2,0.2025,verw
1,0.11625,verw
9,0.0875,verw
6,0.04125,verw
5,0.0175,verw
8,0.01375,verw
10,0.00875,verw
4,0.005,verw
1,0.21,sparkont
2,0.20375,sparkont
3,0.20375,sparkont
4,0.195,sparkont
5,0.1875,sparkont
3,0.33625,beszeit
5,0.24375,beszeit
2,0.1775,beszeit
4,0.17375,beszeit
1,0.06875,beszeit
4,0.44375,rate
2,0.20875,rate
1,0.1775,rate
3,0.17,rate
3,0.285,famges
2,0.2575,famges
1,0.24625,famges
4,0.21125,famges
1,0.9,buerge
3,0.0675,buerge
2,0.0325,buerge
4,0.40125,wohnzeit
2,0.3375,wohnzeit
1,0.135,wohnzeit
3,0.12625,wohnzeit
4,0.2825,verm
3,0.255,verm
2,0.2425,verm
1,0.22,verm
3,0.8125,weitkred
1,0.17375,weitkred
2,0.01375,weitkred
1,0.36125,wohn
2,0.32125,wohn
3,0.3175,wohn
1,0.6325,bishkred
2,0.33375,bishkred
3,0.0275,bishkred
4,0.00625,bishkred
3,0.62375,beruf
2,0.1925,beruf
4,0.1675,beruf
1,0.01625,beruf
2,0.83875,pers
1,0.16125,pers
1,0.59875,telef
2,0.40125,telef
2,0.525,gastarb
1,0.475,gastarb
1,0.72875,kredit
0,0.27125,kredit
