Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.77,0.72,0.41,0.07
verw,0.9,0.79,0.46,0.02
sparkont,1.0,1.0,1.0,0.89
beszeit,0.95,0.94,0.8,0.2
rate,0.93,0.93,0.77,0.38
famges,1.0,1.0,0.99,0.74
buerge,0.28,0.35,0.11,0.04
wohnzeit,0.92,0.91,0.75,0.31
verm,1.0,1.0,0.99,0.78
weitkred,0.46,0.48,0.22,0.02
wohn,1.0,1.0,0.99,0.88
bishkred,0.65,0.57,0.32,0.01
beruf,0.73,0.71,0.4,0.03
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.92,0.67
gastarb,1.0,1.0,1.0,0.9
kredit,0.79,0.84,0.65,0.37
