Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.95,0.84,0.29
moral,0.8,0.76,0.44,0.08
verw,0.88,0.76,0.45,0.01
sparkont,0.79,0.79,0.43,0.11
beszeit,0.94,0.92,0.77,0.15
rate,0.92,0.92,0.75,0.32
famges,0.79,0.76,0.48,0.1
buerge,0.27,0.36,0.11,0.05
wohnzeit,0.94,0.93,0.79,0.33
verm,0.99,0.99,0.97,0.63
weitkred,0.51,0.57,0.26,0.07
wohn,0.71,0.75,0.45,0.17
bishkred,0.67,0.61,0.34,0.04
beruf,0.72,0.69,0.39,0.02
pers,0.63,0.71,0.46,0.24
telef,0.97,0.98,0.95,0.72
gastarb,0.26,0.37,0.15,0.08
kredit,0.82,0.87,0.7,0.41
