Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.77
moral,0.79,0.75,0.43,0.09
verw,0.89,0.78,0.45,0.02
sparkont,1.0,0.99,0.98,0.7
beszeit,0.95,0.94,0.8,0.25
rate,0.92,0.93,0.75,0.36
famges,0.99,0.99,0.96,0.63
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,0.99,0.84
weitkred,0.46,0.5,0.22,0.03
wohn,1.0,1.0,0.99,0.79
bishkred,0.65,0.58,0.32,0.01
beruf,0.74,0.71,0.41,0.02
pers,0.55,0.64,0.38,0.2
telef,0.95,0.96,0.9,0.63
gastarb,0.99,0.99,0.98,0.8
kredit,0.84,0.88,0.73,0.43
