Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.46
moral,0.8,0.77,0.44,0.08
verw,0.9,0.78,0.49,0.02
sparkont,0.91,0.9,0.66,0.25
beszeit,0.95,0.94,0.81,0.23
rate,0.89,0.89,0.67,0.24
famges,0.91,0.9,0.71,0.28
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.94,0.94,0.8,0.36
verm,0.99,0.99,0.97,0.71
weitkred,0.52,0.58,0.27,0.07
wohn,0.85,0.87,0.66,0.28
bishkred,0.68,0.61,0.35,0.02
beruf,0.71,0.69,0.38,0.02
pers,0.61,0.7,0.44,0.23
telef,0.97,0.98,0.94,0.7
gastarb,0.72,0.79,0.57,0.31
kredit,0.84,0.88,0.72,0.43
