37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4087,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
80, Private, 11th, Widowed, Protective-serv, Husband, White, Female,0,0,35, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Wife, White, Male,0,0,8, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,7298,0,40, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, >50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
49, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,27, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,40, Germany, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Iran, >50K
25, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,10, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,64, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
59, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15024,0,60, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,60, United-States, >50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
23, Local-gov, 9th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,1902,45, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4963,0,40, United-States, >50K
50, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,7687,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3848,0,15, Haiti, >50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, Masters, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,45, United-States, <=50K
18, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,54, United-States, >50K
54, Private, 7th-8th, Separated, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,60, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,23, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
57, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,7687,0,45, United-States, >50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,44, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,10, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, >50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
36, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1921,35, United-States, >50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,35, United-States, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,4081,0,40, Philippines, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,36, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
39, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Italy, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1902,35, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
33, Local-gov, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,4073,0,40, Puerto-Rico, >50K
27, Local-gov, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,4386,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
44, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov, Masters, Never-married, Prof-specialty, Husband, White, Male,3913,0,45, United-States, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,7667,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, Masters, Never-married, Other-service, Unmarried, White, Male,0,0,44, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,1886,52, United-States, >50K
31, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
24, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
62, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
31, Local-gov, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,1977,70, United-States, >50K
35, Local-gov, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1974,60, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
54, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7298,0,45, United-States, >50K
45, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,7687,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1901,50, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7387,0,40, United-States, <=50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,5178,0,97, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4408,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1899,44, United-States, >50K
37, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
76, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,12, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, 12th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,4386,0,15, United-States, >50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,12, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,70, United-States, >50K
