,type,this_epoch,total_epochs,batch_num,loss
10,epoch,1,50,10,171487.64
21,epoch,2,50,10,36075.715
32,epoch,3,50,10,13003.025
43,epoch,4,50,10,6188.6133
54,epoch,5,50,10,4311.2725
65,epoch,6,50,10,3358.3992
76,epoch,7,50,10,2657.196
87,epoch,8,50,10,2193.4707
98,epoch,9,50,10,1831.3206
109,epoch,10,50,10,1564.9607
120,epoch,11,50,10,1354.434
131,epoch,12,50,10,1191.6844
142,epoch,13,50,10,1071.2985
153,epoch,14,50,10,983.2181
164,epoch,15,50,10,917.5623
175,epoch,16,50,10,862.4293
186,epoch,17,50,10,814.59784
197,epoch,18,50,10,775.5651
208,epoch,19,50,10,742.4933
219,epoch,20,50,10,713.6152
230,epoch,21,50,10,687.7316
241,epoch,22,50,10,664.68304
252,epoch,23,50,10,643.65625
263,epoch,24,50,10,624.46405
274,epoch,25,50,10,606.7028
285,epoch,26,50,10,590.28436
296,epoch,27,50,10,575.00323
307,epoch,28,50,10,560.7535
318,epoch,29,50,10,547.50836
329,epoch,30,50,10,535.1069
340,epoch,31,50,10,523.5908
351,epoch,32,50,10,512.722
362,epoch,33,50,10,502.49567
373,epoch,34,50,10,492.85947
384,epoch,35,50,10,483.60202
395,epoch,36,50,10,474.5708
406,epoch,37,50,10,466.04733
417,epoch,38,50,10,457.89713
428,epoch,39,50,10,450.28345
439,epoch,40,50,10,442.90158
450,epoch,41,50,10,435.8649
461,epoch,42,50,10,429.2504
472,epoch,43,50,10,422.83395
483,epoch,44,50,10,416.66745
494,epoch,45,50,10,410.78662
505,epoch,46,50,10,405.12912
516,epoch,47,50,10,399.7863
527,epoch,48,50,10,394.5471
538,epoch,49,50,10,389.6675
549,epoch,50,50,10,384.75644
