30, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Vietnam, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, 12th, Never-married, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,43, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
63, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,12, England, <=50K
26, Self-emp-inc, Preschool, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4162,0,50, United-States, >50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
56, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,5178,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,36, United-States, <=50K
73, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,35, Mexico, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, Guatemala, >50K
38, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,1902,40, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,60, United-States, >50K
39, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,1902,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,1883,16, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
32, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, United-States, >50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
27, Local-gov, 12th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,39, United-States, <=50K
64, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,43, United-States, <=50K
45, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Assoc-voc, Widowed, Other-service, Wife, White, Male,0,0,45, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, <=50K
23, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Italy, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,40, United-States, <=50K
