value,frequency,column
Male,0.8101701782820098,sex
Female,0.1898298217179903,sex
25 - 45,0.5709076175040518,age_cat
Less than 25,0.21839546191247974,age_cat
Greater than 45,0.2106969205834684,age_cat
African-American,0.5168152350081038,race
Caucasian,0.34136952998379255,race
Hispanic,0.08083468395461912,race
Other,0.055307941653160456,race
Asian,0.004051863857374392,race
Native American,0.0016207455429497568,race
F,0.6393841166936791,c_charge_degree
M,0.3606158833063209,c_charge_degree
0,0.5155996758508914,is_recid
1,0.4844003241491086,is_recid
Low,0.5492301458670988,score_text
Medium,0.260129659643436,score_text
High,0.19064019448946515,score_text
0,0.5431523500810372,two_year_recid
1,0.4568476499189627,two_year_recid
