Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.78,0.75,0.42,0.08
verw,0.88,0.77,0.43,0.01
sparkont,0.98,0.98,0.93,0.55
beszeit,0.95,0.94,0.8,0.24
rate,0.91,0.91,0.71,0.3
famges,0.98,0.98,0.93,0.55
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,0.99,0.82
weitkred,0.46,0.5,0.22,0.03
wohn,0.99,0.99,0.96,0.67
bishkred,0.65,0.58,0.32,0.01
beruf,0.73,0.71,0.4,0.02
pers,0.54,0.64,0.37,0.19
telef,0.94,0.96,0.89,0.61
gastarb,0.96,0.97,0.93,0.68
kredit,0.85,0.89,0.74,0.45
