26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
56, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,50, Iran, >50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,1902,35, El-Salvador, <=50K
49, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,6700,0,40, Trinadad&Tobago, >50K
34, Private, 5th-6th, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,40, Ecuador, <=50K
27, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
54, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Scotland, <=50K
51, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
26, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
73, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,27820,0,35, Canada, >50K
24, Private, Masters, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
41, Private, Doctorate, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Columbia, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,3287,0,50, Japan, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,99999,0,50, Yugoslavia, >50K
27, Federal-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,55, Ecuador, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,70, Jamaica, >50K
34, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, Trinadad&Tobago, <=50K
62, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
