Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.79,0.74,0.42,0.08
verw,0.89,0.78,0.46,0.0
sparkont,1.0,1.0,1.0,0.89
beszeit,0.94,0.91,0.75,0.15
rate,0.92,0.92,0.74,0.32
famges,1.0,1.0,0.99,0.76
buerge,0.26,0.33,0.1,0.03
wohnzeit,0.93,0.92,0.76,0.3
verm,1.0,1.0,0.99,0.8
weitkred,0.45,0.47,0.22,0.01
wohn,1.0,1.0,1.0,0.87
bishkred,0.65,0.58,0.32,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.55,0.64,0.38,0.2
telef,0.97,0.98,0.94,0.7
gastarb,0.99,1.0,0.99,0.85
kredit,0.77,0.82,0.62,0.35
