Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.8,0.76,0.44,0.08
verw,0.9,0.81,0.51,0.02
sparkont,1.0,1.0,0.99,0.8
beszeit,0.95,0.94,0.8,0.2
rate,0.93,0.93,0.76,0.35
famges,0.99,0.99,0.97,0.65
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.93,0.92,0.76,0.23
verm,1.0,1.0,0.99,0.83
weitkred,0.54,0.59,0.28,0.07
wohn,1.0,1.0,1.0,0.87
bishkred,0.66,0.6,0.33,0.03
beruf,0.7,0.67,0.37,0.01
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.7
gastarb,0.99,0.99,0.98,0.82
kredit,0.85,0.89,0.73,0.44
