Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.77,0.72,0.4,0.06
verw,0.89,0.77,0.44,0.02
sparkont,1.0,1.0,0.99,0.8
beszeit,0.95,0.93,0.8,0.16
rate,0.89,0.89,0.67,0.27
famges,1.0,1.0,0.99,0.79
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.94,0.93,0.78,0.33
verm,1.0,1.0,0.99,0.83
weitkred,0.48,0.54,0.23,0.06
wohn,1.0,1.0,0.99,0.87
bishkred,0.65,0.57,0.31,0.01
beruf,0.69,0.67,0.36,0.02
pers,0.48,0.58,0.32,0.16
telef,0.96,0.97,0.92,0.66
gastarb,0.99,0.99,0.97,0.79
kredit,0.83,0.88,0.72,0.42
