Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.95,0.57
moral,0.82,0.79,0.47,0.1
verw,0.91,0.83,0.57,0.02
sparkont,0.96,0.95,0.82,0.38
beszeit,0.96,0.94,0.82,0.23
rate,0.91,0.91,0.71,0.28
famges,0.95,0.95,0.81,0.4
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.94,0.81,0.38
verm,1.0,1.0,1.0,0.9
weitkred,0.51,0.57,0.26,0.07
wohn,0.95,0.95,0.85,0.45
bishkred,0.66,0.6,0.33,0.04
beruf,0.72,0.69,0.39,0.02
pers,0.65,0.73,0.48,0.26
telef,0.96,0.97,0.93,0.68
gastarb,0.86,0.89,0.75,0.45
kredit,0.86,0.9,0.76,0.46
