21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Iran, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, England, <=50K
49, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Trinadad&Tobago, >50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, El-Salvador, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Ecuador, <=50K
27, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,38, Yugoslavia, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
32, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
32, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,70, Iran, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1670,40, Mexico, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Canada, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
39, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,27, Vietnam, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,16, Columbia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Jamaica, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,8, Yugoslavia, <=50K
50, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Ecuador, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, >50K
30, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,1462,40, China, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, >50K
33, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,38, Canada, <=50K
37, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Thailand, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, El-Salvador, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3455,0,50, Guatemala, >50K
44, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
53, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Mexico, <=50K
17, Private, 10th, Never-married, Exec-managerial, Own-child, Other, Female,0,0,16, Japan, <=50K
45, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, Jamaica, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
57, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Philippines, <=50K
32, Federal-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, Hong, <=50K
29, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
43, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Unmarried, Other, Male,0,0,68, Jamaica, <=50K
