36, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Masters, Divorced, Sales, Not-in-family, Other, Male,0,0,10, Iran, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, England, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,50, Trinadad&Tobago, <=50K
53, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, El-Salvador, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Dominican-Republic, <=50K
44, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
42, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,30, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Ireland, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Mexico, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, Poland, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, Vietnam, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Columbia, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,44, Yugoslavia, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
64, Private, Assoc-acdm, Widowed, Exec-managerial, Husband, Black, Male,0,0,20, Yugoslavia, <=50K
38, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,1976,40, United-States, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, China, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,30, El-Salvador, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, Germany, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,32, Canada, >50K
32, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,24, Yugoslavia, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,15, Thailand, <=50K
23, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,44, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,10, El-Salvador, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
59, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,48, Guatemala, >50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
