value,frequency,column
Male,0.8115883306320908,sex
Female,0.18841166936790923,sex
25 - 45,0.5696920583468396,age_cat
Less than 25,0.21961102106969205,age_cat
Greater than 45,0.2106969205834684,age_cat
African-American,0.5123581847649918,race
Caucasian,0.3429902755267423,race
Hispanic,0.08083468395461912,race
Other,0.05652350081037277,race
Asian,0.00547001620745543,race
Native American,0.0018233387358184765,race
F,0.6458670988654781,c_charge_degree
M,0.3541329011345219,c_charge_degree
0,0.5127633711507293,is_recid
1,0.48723662884927066,is_recid
Low,0.5551053484602917,score_text
Medium,0.26114262560777957,score_text
High,0.1837520259319287,score_text
0,0.5431523500810372,two_year_recid
1,0.4568476499189627,two_year_recid
